First Name,Last Name,Age,Sex
Greg ,ANDeRSoN,49,m
LAwRenCE ,fouLKS,68,F
 PAulA,MASoN,39,M
 RuSs,OWENS,57,Female
HoWaRd, nEviN,20,M
DEanDRE, salazar,67,-
mARia, RaILEy,30,Girl
iNgRID ,TAYLOr,19,m
SHArON ,lopez,42,m
GRAcE,olSoN,69,MF
tAmMy, TayLOr,34,Man
NOel ,morEno,55,Male
BEttY,PedErseN ,46,MF
 kELLY,randalL,61,F
rHONDa, HArRELl,84,FM
JAmes ,dRAbek,19,Male
DebbiE, wHite,12,Male
bEttY,luCkeNbach ,36,M
TRumAN, bRIstEr,39,f
jUaNa, bLocKer,68,M
LIsA ,gLeAsOn,3,LGBT
 vIRGinIA,REdenbAugh,33,LGBT
JamES ,davIs,21,M
James ,siMS,45,FM
ricHArd, vEritY,50,both
cHRIS,haNna ,49,-
AlaNA,dEiTz ,36,-
 JeffReY,HoPKiNs,23,-
lIsA, nELson,42,FM
elIsa, kadIS,48,MF
MIcHELle ,DEbonIs,35,m
ClINt ,tHorNTon,30,-
 SHanNON,smiTH,44,LGBT
cHRIstINA, fRaNCO,36,m
 PetER,jefFERiES,4,LGBT
 mArTIn,GonZales,54,m
GReG, dEDmON,61,Female
jOhn ,BAtton,185,Girl
ViCTor ,shaffEr,13,-
 gLaDYS,knox,24,F
ZAChaRY, NAgUrA,38,-
breNDA ,waLker,155,M
cOuRtney ,BERka,29,F
 Adam,tABOr,124,m
joE, andERSON,37,Female
lUciNdA,kLeiN ,27,m
sUsan,StIerWaLt ,47,-
 wAnda,wASSOn,53,M
jAMie ,mccuNe,17,F
jOHN,schuStER ,35,m
ChrIStophEr,eRWIN ,22,Man
JoHN ,BRoWn,23,m
wAlTEr ,mURphy,16,-
 doRoThY,LAUreano,27,M
rIcHArd,VenTuRa ,62,LGBT
kEnnetH,COsTA,55,f
TerESA,eweLL ,47,LGBT
bETty ,COmFoRT,35,both
CHRiStophER,fInke ,58,-
miChaEl, JiMeneZ,60,M
JUdItH, PoTTER,58,M
DonALD, TomPKINs,61,Female
Hope, HeRndOn,23,m
caRoL, BunKEr,52,-
jimmIE ,TRICOmi,65,M
iREne,bibbEr,40,M
BRIAn ,WELdOn,57,F
lIsa,AlvARaDO ,24,Male
RIcHarD, BaNkS,43,-
LOUisE,CAMPos ,53,m
rOBErt,WAgNer ,15,Male
CarL, SuMNer,50,F
 LUciLLe,lAmBrecHt,38,both
sanDRa ,BLack,20,both
 NANCY,RookS,43,Male
DAWN ,atweLl,55,M
iREnE ,BuZzaRD,43,both
pAtRIciA, BogAR,11,M
 MIChAeL,wagnEr,171,F
AidA, FraNcisCO,34,F
 jenNifer,FErrEll,30,Female
 lORraine,OpTEynDT,13,Male
 MiN,AnDrEWS,51,-
aDAm,MiLler ,66,f
raY ,CoLEmaN,18,both
jON ,butLEr,42,both
AudrEy, cOLE,37,-
 lYdia,COnRoy,3,F
 jANeT,biLLiNGslEy,27,F
CAlViN, stillmAN,93,m
TIFFaNY, martineZ,67,M
 mARcIa,HAMPtON,60,Male
 LILa,PENnER,38,Girl
hubERt, martiN,16,-
WILliam, RIVeRa,14,Female
sUsAn ,lUMa,53,LGBT
RaYMOnd ,PUlleN,51,m
 jefFreY,caldwElL,22,m
GEORGE, jACKSON,31,f
soCORrO ,ZvoRSKy,106,Girl
peter, chAndLeR,34,f
cHAD ,TRaftOn,67,M
KRIsTiNe ,skAR,19,Girl
MiCHElle,MoralEs ,62,m
 RoSs,MckENZIe,1,LGBT
WAnDa,jackSon ,37,-
CHrIstOpHEr,AtWood ,154,LGBT
welDon ,feRnaNdEs,49,Female
 NORMA,roOs,56,m
NellIe ,WhITE,42,-
dariUs, FROHlInG,35,F
wAlTEr,cUnHA ,51,MF
CharlES ,PHILLIps,13,Man
niCole ,JoHNsON,35,both
paul ,bOOZer,2,Female
RicaRDO, CHasE,57,FM
yesENia,ocHoa,32,both
JO,cOUSiNS ,174,F
feliPE ,HUTCHinSOn,61,-
WHiTNey ,cLaRK,44,m
anTOineTTE, SiDEs,20,both
sUzAnNe, HuNTer,43,MF
katie, crOw,56,-
 NATHAN,COBbS,41,Male
 haRrIETtE,guAdAlUPE,1,Male
 AnnE,DOnAlDsoN,44,m
KImBeRlY, hOwArD,78,M
 ChesTER,pITZER,17,m
eLSiE ,hACkeTT,53,m
JAckiE,yoRK,134,both
bETTY ,bUCKNEr,21,FM
TeRrY, ShImMiN,47,Male
jeFFrey, TayLOr,36,F
DOn ,fENTOn,23,both
RobiN,CraWFOrD,52,m
jOeL ,pERaLTA,66,M
chRiSTiaN,jaCoB,123,Male
BETTY, MILLeR,153,LGBT
doN ,bArRY,41,LGBT
JOsE,BRYANT ,60,m
pAmela ,DOWnes,30,F
MArk,BeAUdry ,105,both
shAWN ,BRANdT,39,-
LeONA, webLEy,62,m
 jeaN,SmiTh,17,m
saLLY,HUMPhriES ,61,f
jeNniFEr, siLva,36,both
 AmeliA,mITcheLL,57,both
AMaLIA, VAllE,3,LGBT
BARbARA ,mIllER,56,m
AnGelICa ,MaTSoN,41,MF
jOSEpH, MauldEn,17,both
bReNda, RAndALl,54,m
PALMeR, torReS,44,Female
robErT, GRIFfIn,24,Girl
SAra, HowARD,57,m
oLlIe, RaY,26,LGBT
HoLLY,gRAY ,95,Man
 CaRoLIne,bRAdShAw,80,LGBT
AnNiE, taPpEn,65,both
RUsseLL, BArkEr,53,LGBT
 haRoLd,VAnce,14,Female
 MIchaEl,lApRADe,25,F
Peggy,eLliS ,69,F
meGaN, bEnton,55,f
jAmeS ,CAsSaDY,30,Girl
JOYCe ,MOTON,29,M
WIlLiam ,LEWIs,59,LGBT
JEff ,wOoD,92,-
JOHn ,gOuDeAU,52,-
annIE ,aNdErSoN,52,MF
ToniA ,WilLCox,67,M
WiLLiAM ,laCkEy,16,FM
donNA ,WebB,53,M
OliVE,hoLSEy ,40,Male
jAMeS,OLIngER ,34,M
JosE ,lLOyD,30,Male
kAThRyN ,VickeRY,33,F
debrA, sIMPSon,63,F
deEDeE, JackSon,43,f
 aNGel,torReS,24,Female
 hEaTHer,WiDeNeR,59,m
jEAN,hARrIS,65,both
LENA, COlLey,47,M
eLiZaBeth ,asHLEY,11,Male
rObErT ,THomPsoN,32,Male
ROBErt ,WHItE,68,M
GreGoRY,eAstmAN ,60,Female
liLLian ,CArpeNteR,18,f
hEathEr, BaIRD,13,M
DANIEL ,NiEce,35,FM
RUBy, WhittinGTOn,32,m
alice ,AuErSwald,47,-
eDwArd,bUTtArO ,25,LGBT
wilLiaM ,ThORNTOn,12,both
cHaRLES ,THAo,19,Female
 annA,ANChORS,19,LGBT
ErIc, HeLf,49,FM
JaCK,pAck ,157,-
MiNh, boGgS,46,Girl
JOhN, anKNEy,64,F
carlEne ,HOod,73,m
LEROy ,JaCksOn,35,f
bRYan,WeStlINg ,35,FM
 shERi,MoOrE,27,m
LIlY ,MONcRIef,8,M
ELIzABetH, Lish,47,f
jUaN, LAird,52,m
MAtThew, CArTeR,51,Girl
rONaLD ,pereZ,53,LGBT
JaSOn ,BoUrGEoIs,159,Male
jO hn,RAdfOrD ,60,f
meLiSsA, FelDmAn,16,LGBT
mArGArET, mozaK,40,both
cHrisTIe,ChavEZ ,80,-
EDWaRd, AcKerMAn,46,m
PEnnY ,StRInGHaM,4,m
oteLIA ,ZAPPa,5,LGBT
MaRlyn ,TedeScHi,56,Female
shannON,ALlAin ,52,Girl
SaRah, WoodSIDE,57,m
JOHN ,HEItZMAn,30,FM
 jImmY,LoVerN,52,both
 GReTcHen,hOwe,44,LGBT
lENORE, DEbUHr,21,f
 tAD,hoFMANn,140,M
EugENE, doi,34,-
cInDY,mAY,60,MF
 ShirleY,tuCKEr,161,FM
ROGER ,MulliNS,65,Female
jOey,boWlin ,23,Female
mArY ,lOPEz,12,FM
joE ,FReeLand,100,LGBT
dOrothY,eURIch ,28,f
AlvIn, sHafFEr,65,M
 BeNjamIN,WaTts,52,m
gARy ,ANKENmAN,125,M
chRistOpHeR ,PUgH,58,LGBT
CecILe ,Epps,124,LGBT
alEJaNdRo ,hIlL,2,f
FRANces, HeSTEr,52,F
 KatIE,keRR,63,F
DAN ,amBrOSE,47,m
sYdNeY, bobeK,50,m
dOROthy ,HeCHT,53,Male
kathy,LizaRRAGa ,69,LGBT
daViD,mOseR ,41,both
charleS ,COFFMan,33,Girl
DeNiSe, DAvES,30,F
aNiTa, hElTON,67,F
 MicHAEl,CuRtSingEr,36,Male
jANET, mEnDez,61,Female
 ORvaL,RAnDoLpH,56,F
JuliA,bHATIA,15,Girl
RoN,SiMmONS ,191,LGBT
BARRy, WilLiAmS,61,M
wAYne, SChRADer,58,F
pAUL, RoBErtsOn,23,LGBT
JOHn,kiM ,41,M
angiE, hAAR,20,Female
ElIZABeTh, bENEt,64,m
JOan,KEnT ,63,-
NichoLAS ,mARtINeZ,1,LGBT
angeLA, sAndeRs,50,LGBT
EdWARD,jANicki ,65,both
robin, sAnCHeZ,72,FM
paUl ,COOpEr,63,m
veRNON, GUToSkI,65,m
bEVERLY,FulliLovE ,8,-
 ALiciA,BaUGh,47,both
MICHael ,nEwmAn,39,m
erneStiNe,legGeTt ,23,F
 gENeVA,mCLEmOrE,29,M
marJOriE, beYer,30,both
LAURA ,PRATT,49,f
anNiE,hadDAd ,178,Female
BrIan ,coNStANTINe,19,F
 leNa,pAYNe,62,F
BEtty, MOoRE,69,m
cYNthIa ,Khim,49,both
kIMbeRLY,WERnEr ,13,M
SaRAh,morrIs,25,MF
BlaNche, mcmillaN,35,LGBT
tIM, sTewaRt,33,f
BRIAN,HuTcHESOn ,192,Female
StevEN, buLMER,34,Girl
WaYNE ,fOrTNeR,125,f
 KEeLY,mCTierNaN,32,LGBT
ANGIe ,gutsche,68,F
MARGoT, vALENtIN,67,FM
PAuLA ,mckenzie,49,m
StephanIE ,jaNSSen,32,m
peTE ,RICharDS,28,M
MarY ,CoStA,60,LGBT
PATrIcIA ,CaLAis,10,FM
CaRla ,WAttErs,59,LGBT
leLAND, laShuA,43,LGBT
JamEs ,CArICOfE,56,MF
elISHa,rEED,30,f
GlENn, HAmaMOTO,35,-
MArItza, CASPER,67,MF
AuguSt,andeRsOn ,57,-
gWeNdOlyN ,patTeRsoN,18,F
lASHoNda,HoDgE ,60,f
 DiANE,HIllMAn,83,M
nANcY, WIXOn,56,Girl
chArlES, burGESS,38,m
LiSA, yU,34,F
eDWArD, gARCia,34,F
APOLOnIA, bIRd,1,F
 bILlyE,bANtoN,67,f
ELIZaBEtH ,deMark,34,both
keNNeTh ,deaNdA,17,f
BrOOKe, websTER,65,Girl
JUsTin,tHOMPSon ,69,M
SHaRON, wigleSwortH,51,Female
JOhN, BaSSFoRD,25,f
 SHIrLEy,pRyoR,73,F
CHRis, LEwIS,68,MF
sAnJUAna,bEarDEN ,74,m
LoUiS ,AlBriGHt,44,M
 evAn,NORwoOD,61,Male
JOShUa,rEed ,56,MF
dahLIA ,ramSEY,68,Male
RaLph ,SaNdeRs,65,f
samuEl ,cOrcORan,5,M
 cHRistopher,DyEr,17,Girl
ChrIStOPHer, jOHnSon,36,-
 NathAN,RuDoLph,45,f
NaThan ,wAtSON,4,Girl
COdY, hILl,31,-
JOEY ,LayfIELd,38,m
lOUiS ,AllISoN,24,f
 MaRlEnE,TRUITT,18,Male
JeNnifEr ,FRAzIer,46,LGBT
 tERRY,brAdY,61,f
mARGArEt,ADAIr ,51,-
earneStINE, GORdon,29,Female
maRIlyN,TOdD ,64,LGBT
 cHANeLle,wERt,23,m
HARLey ,KEiTel,21,LGBT
 jOhn,osBURN,65,Girl
oScAr ,Davis,41,LGBT
david ,hAll,3,-
 BRIan,WIlSoN,58,LGBT
EriC ,boOs,52,f
jean, jILEs,65,-
daNiel ,ATor,34,F
ANna ,tAlBErt,69,LGBT
 JOHN,MAtHEws,27,-
bRian, SeBAstIaN,2,M
wilLIaM, cORtEse,38,Female
waLLaCe,cOLlINs,105,MF
LaWReNcE,GUNTER ,46,-
elIZa, leIgHtoN,80,M
 TaMMY,jAnIS,84,Male
shIRLeY, GeorgE,59,-
dAviD,CunNINghAM ,64,M
wIlLiaM, JOHNsOn,53,f
ROBeRt,nUgeNT ,137,both
DorOTHy, MOnArreZ,6,F
JoHN ,joHNSOn,65,both
jAneT ,CaBadA,48,F
shaRoN ,NoggLEr,61,-
pAtRiCIA ,cOrk,60,F
VerA, WoLfE,55,both
lEE, Prochak,47,Female
MIGuEl, SmITH,28,Female
kevIN, JesSie,180,Female
KRYStLE ,yANCY,113,m
 JEan,gUTIerREZ,86,m
jIll, WilLIams,81,F
rOsETTA, SOLorIO,32,Girl
jaY ,rOSE,35,FM
 RUTh,DraBANT,65,Female
roBERt ,tHoMAS,15,Girl
HecToR ,LambeRT,54,Male
aBIGaiL,hAmmoNd ,36,-
 jeffReY,VINsoN,34,LGBT
 kELlY,cHAse,29,both
cHRIs,HarRIEr,48,-
ROBErT,deLacRuZ ,67,Male
 kAtie,dEAN,52,F
 DianE,JONes,150,Man
pAul, GonZAlEs,47,Man
 sandRa,MartineZ,61,LGBT
jUdiTH ,BAIlEy,12,both
FRederick ,haLL,23,LGBT
sHerRi ,RoBinsOn,146,LGBT
 LeonArd,WHiTE,37,M
ROnAld ,REZaK,33,LGBT
 MikE,JUBILee,24,F
chrIsTIna ,BUmGArNeR,53,LGBT
jAmes, sMiTh,15,F
dAviD,FArmEr ,45,Male
MARIA,french ,45,F
AsHlEy ,MaRLow,168,M
marK,hammoNd ,25,M
nANCy, BuLLiNGTon,66,m
joSe,CoOpeR ,61,Male
rUBY ,SClAFaNI,27,F
CarL, rObErsOn,68,Man
 cHRIsTiNa,boycE,171,Female
 davID,WiLLsEY,66,FM
 sTepHEn,heWiTT,33,f
aNtHoNY, AnTone,38,-
amANDa ,joHnSoN,1,M
velMa ,HaRdimaN,38,both
JaMES ,KEEnan,66,M
 JoSEph,lAPoiNtE,25,Male
 fRanK,ShInaBarGER,19,-
ThoMaS ,jACkSoN,20,both
Iva,mORriS ,67,Male
paTRIcia, RObINson,51,both
 PaULETte,BRADley,146,Male
BriAn, SlOan,65,Male
eLIZabeTH, unDerwood,68,FM
ELIzAbetH,CaneLes ,34,F
 mARY,wAgERS,18,f
 FRaNcES,ELLIOT,58,m
BEsSiE,murPhy ,9,both
lUcILlE ,ChERiaN,34,m
roBerT ,habER,31,-
eRnESto,mOoRE ,14,both
WilbUR ,MccOMmOnS,63,LGBT
 REgInald,NGuyen,65,Female
EvELyN, rOUSE,191,both
reTha ,Wold,33,LGBT
 dOmInIc,siNEs,19,Man
aSHLeY ,CooPER,22,-
 RoxAnNe,CoRTez,39,f
 HECtor,BLAkNey,59,M
 teResa,merCER,25,M
rOBErt ,mONZo,30,M
 dIaNne,roBeRTs,165,MF
HaRRY,bRiGGS,19,-
glaDys ,heaTH,68,F
DenNIs ,RaUTH,33,LGBT
RoY, NewmaN,67,Female
edDIE ,FiNkLeA,54,MF
jimmY,rEYNoldS ,58,LGBT
timOThy ,NeIlSon,69,f
GENe, MaXsoN,59,F
liSA ,peCoraInO,31,F
kENNETh, SelviDgE,38,m
MaRQUeriTE, MuRThA,71,-
 DAvID,JuneAu,27,Male
viCkIE ,jAmIson,173,Female
JEsSIca, WeBB,46,F
kaThLEEN,URibe ,63,both
KatherIne ,lEE,64,F
 aNtHONY,CoMPTon,128,both
jEaNNie, NUNLeY,19,f
CAthy ,dANIEl,69,both
david, bROokS,40,F
DanIEL ,BRACY,62,-
WilfRed, dENBy,41,M
oRLaNdo,wiglESWoRTH ,64,m
DaNIEL, FOsseTt,46,f
MAry ,geRAlDO,52,MF
Roy, shIfFLEtt,68,f
rEgiNA, tOBIN,40,F
caRLos,foSTEr,25,-
aNdREA,JaCksOn ,48,FM
JaCqUeliNE ,TWiGG,59,both
MArtIn,iMEL,35,m
enriQUe, curry,197,F
wilLiaM, reyes,35,Male
shAROn ,SellERs,2,m
fEliX, CaLHOuN,69,-
ConcEPcion, rOdRiGuez,58,f
 LiNDa,BRoADWELl,62,LGBT
timOTHy,CRuse ,41,both
DiaNna ,WINGo,54,Female
 gaRy,RObInsoN,27,both
Annie,lacOss ,20,LGBT
MInNIE,BUrnS ,53,M
wade, cadY,64,MF
CArOlYN, CoUnTERmAN,51,LGBT
TaMI ,bAtEmaN,22,both
DAviD, earnEst,122,m
jESUs ,sCHNEE,48,Female
CryStAL, bowen,37,m
 SaRaH,LoVelEss,31,Girl
aNtHOny ,LUckett,20,m
 MaRy,whEelER,43,m
TrAci,StupaK ,49,both
wIllIaM, mERriThew,17,F
rOCheLLE ,sNydEr,15,Female
 FRaNk,HArper,63,Male
ElbA ,WHaLeY,32,m
bARBARA ,vIeIRa,39,f
MaMIE, coUsins,6,Man
dOREeN, kinG,50,m
BeNJAmIN, RANDlE,23,F
nAThAn, MOrris,69,Girl
nAtHAn,wILliaMS ,69,FM
MILDRED,dONnERberG ,58,Male
rOse, NeImAn,68,LGBT
 geORge,cHAVOuS,55,-
NataLIe ,WhitEhEaD,37,LGBT
TODd, COnNELLy,59,f
 dONalD,vaRA,70,F
rudOLph, HOlLEnDOnNEr,62,Female
Laura ,FReEMAn,44,m
ViCtOr ,JOHNSTon,41,f
 MIcheLE,CampbELL,47,Female
mAtTiE, knOwlEs,9,m
JENniFeR, hAthcock,37,F
rOsEMaRY ,turCOtte,28,Man
 melIsSA,jONEs,27,LGBT
jERRy ,CroCkett,47,Female
wILBUr, ELLIs,35,both
 dArrELL,freEman,50,Female
YUko, rAnDaZZo,53,-
GeNe, FIX,60,LGBT
HaZEL, MorRis,50,both
raNDI ,hApkE,36,LGBT
toNY, Ramos,4,LGBT
jaCOB, RichARDSon,17,MF
Rickie ,WilSoN,34,f
ThoMaS ,VErDUgo,35,m
mAria ,WALLAcE,36,LGBT
dAViD ,RYAn,63,M
MaRGaret ,cUtTER,42,LGBT
GaYlene,HArrIs ,63,Girl
robert,kLEVeN ,40,m
marLANA, whItE,52,both
stePheN ,KLeIn,3,both
nAtALia,pEdLoW,4,F
shIRLEy,sCoTt ,33,m
RuTH,hUG ,62,M
JoaNNa,lOuiS ,48,f
kELlY ,VAlloT,186,F
 ThOmAS,AnTonIo,37,Girl
shAwN ,EllIs,49,-
pATriCIa, VOlKER,26,LGBT
veRoniCA ,hINeS,41,FM
JanIce ,CAstANeDA,15,MF
JUDY ,AAdland,55,-
 JoHN,nATOli,7,LGBT
vinCEnt ,NEWEll,44,LGBT
MIcHElLe ,white,42,Female
RobERt,wIlLiaMs ,32,-
kAthLEEN, JoNeS,65,both
